"","ttext","date","isretweet","retweetcount","favoritecount","score","city","country","duplicate"
"2405","amazonnews: .USATODAY looks at how were partnering with food banks across the country to donate delivery services to help serve 6 mil","2020-04-23 12:51:28","TRUE","15","0","0","Delhi NCR","India",TRUE
"2406","LloydLegalist: At Amazon, our delivery vans are constantly running to keep our customers satisfied.  ","2020-04-23 12:51:23","TRUE","160","0","1","Delhi NCR","India",TRUE
"2407","New estimated delivery date:
Tuesday, January 5, 2021 



TurboGrafx-16 mini  ","2020-04-23 12:50:50","FALSE","0","1","0","Delhi NCR","India",FALSE
"2408","Londonjenny63 We're sorry about negative experience, Jenny. Have three days already passed since your maximum esti  ","2020-04-23 12:50:31","FALSE","0","0","-2","Delhi NCR","India",FALSE
"2409","bekkahsophiaa: Omd delivery times on amazon are killinggggg me ","2020-04-23 12:49:20","TRUE","3","0","0","Delhi NCR","India",TRUE
"2410","bigbasket_com contactless delivery norms are not being followed in Mumbai. For my last two orders, the delivery gu  ","2020-04-23 12:48:26","FALSE","0","0","0","Delhi NCR","India",FALSE
"2411","harshit6587: Amazon delivery guys had no gloves with them cheap quality masks as good as not wearing them. Instead of giving cashbacks","2020-04-23 12:47:35","TRUE","1","0","1","Delhi NCR","India",FALSE
"2412","I didn't order on Amazon much (my wife did) b4 the quarantine.  But now that I have a bit: the UX is very bad.  Har  ","2020-04-23 12:47:09","FALSE","1","5","-1","Delhi NCR","India",FALSE
"2413","jackamick My Magic Keyboard is out for delivery and I have no idea if Apple requires a signature or not. I dunno i  ","2020-04-23 12:46:47","FALSE","0","0","1","Delhi NCR","India",FALSE
"2414","LloydLegalist: At Amazon, our delivery vans are constantly running to keep our customers satisfied.  ","2020-04-23 12:45:41","TRUE","160","0","1","Delhi NCR","India",TRUE
"2415","MSNBC SteveRattner There's been strong messaging that people should only be buying necessities. Amazon warehouse  ","2020-04-23 12:44:17","FALSE","0","0","1","Delhi NCR","India",FALSE
"2416","StanPic25845029 smoke_schnauzer rotrujo ShennyWalrond BenjiTibetan QueenVLM Susansm70570449 RangerTheDogg  ","2020-04-23 12:43:52","FALSE","0","5","0","Delhi NCR","India",FALSE
"2417","PaulWuster: CBSNews That's what I've been saying. Supermarkets &amp; big box stores like Walmart are hiring like gangbusters &amp; even offeri","2020-04-23 12:42:36","TRUE","2","0","2","Delhi NCR","India",FALSE
"2418","sarcasm_onIy: Amazon: Your package is out for delivery

Me:  ","2020-04-23 12:42:19","TRUE","370","0","0","Delhi NCR","India",TRUE
"2419","BoschHomeIn: We are happy to announce that during such difficult times, Bosch has managed to restock Dishwasher and Laundry detergents","2020-04-23 12:42:19","TRUE","2","0","0","Delhi NCR","India",FALSE
"2420","SallyMayweather Amazon hiring warehouse workers and distribution people (delivery). NYC HQ would have been the off  ","2020-04-23 12:42:00","FALSE","2","17","0","Delhi NCR","India",FALSE
"2421","Dazzler_m Hello, Darren. Were temporarily experiencing longer than usual delivery times, please wait three days a  ","2020-04-23 12:41:46","FALSE","0","0","0","Delhi NCR","India",FALSE
"2422","RealTurniplord GamePittReviews Ah I was meaning next day delivery. Found a few that will deliver tomorrow. You re  ","2020-04-23 12:39:48","FALSE","0","0","0","Delhi NCR","India",FALSE
"2423","tyler_casper Charmin! Auto delivery on Amazon!","2020-04-23 12:39:11","FALSE","0","3","0","Delhi NCR","India",FALSE
"2424","CocteauLied: danadoo1 I'm still working and an introvert. My only headache is Amazon slow delivery.","2020-04-23 12:36:53","TRUE","2","0","-2","Delhi NCR","India",FALSE
"2425","MimicMummy Welcome to the fun, I've never spent so long stalking my delivery notifications  its fab knowing they'  ","2020-04-23 12:35:48","FALSE","0","1","2","Delhi NCR","India",FALSE
"2426","Wonder whether those writing they couldn't care less whether certain areas of the hospitality industry (i.e. pubs)  ","2020-04-23 12:35:10","FALSE","2","33","1","Delhi NCR","India",FALSE
"2427","Satiresocialist underthetrees2 How long before Amazon (and the like) warehouse pickers are replaced by robots and  ","2020-04-23 12:35:04","FALSE","1","0","1","Delhi NCR","India",FALSE
"2428","emleemingwrites winemomofficial Its a great feeling seeing all the delivery notifications and knowing youve mad  ","2020-04-23 12:34:25","FALSE","0","2","0","Delhi NCR","India",FALSE
"2429","Lentlesslypurpl I'm really enjoying it, theres 4 being delivered today, I cant wait to see those delivery emails a  ","2020-04-23 12:34:24","FALSE","0","1","1","Delhi NCR","India",FALSE
"2430","girls_inc nopittie Rather than adding to food bennies, it should be added to cash bennies. The stores are empty.  ","2020-04-23 12:33:02","FALSE","0","1","0","Delhi NCR","India",FALSE
"2431","People are making bots to snatch whole foods delivery order time slots  ","2020-04-23 12:33:00","FALSE","0","4","0","Delhi NCR","India",FALSE
"2432","RhianGsy ClameurDuCinema The saga continues, no redelivery today, theyre claiming its delayed by amazon, even t  ","2020-04-23 12:31:29","FALSE","0","1","-1","Delhi NCR","India",FALSE
"2433","Invisiblepebble I'm getting a real kick out of my delivery notifications, knowing someone's about to get a surpris  ","2020-04-23 12:31:20","FALSE","0","1","0","Delhi NCR","India",FALSE
"2434","KateDaviesSpeak: Waiting for my new phone to turn up so I can get recordy recording... hurry up Mr beautiful Amazon Delivery man ","2020-04-23 12:30:22","TRUE","3","0","1","Delhi NCR","India",TRUE
"2435","However, two days ago a young man whos kind of popular in town and works as a delivery guy for JinDong (like Amazo  ","2020-04-23 12:28:38","FALSE","0","1","3","Delhi NCR","India",FALSE
"2436","Amazon will be the first $2 trillion value firm by the end of 2021. Whether its an explosion in streaming media,  ","2020-04-23 12:28:33","FALSE","0","0","0","Delhi NCR","India",FALSE
"2437","josephfcox: New: it can take a week to secure food from services Amazon Fresh or Wholefoods. Now, developers have made bots that auto c","2020-04-23 12:27:35","TRUE","115","0","2","Delhi NCR","India",TRUE
"2438","Doc_0 Pretty soon,  Amazon will be selling ventilators for home use, with free  delivery for Amazon Prime customers.","2020-04-23 12:27:32","FALSE","0","1","2","Delhi NCR","India",FALSE
"2439","JessikaNikolexo NYGovCuomo We are living through the biggest disaster in American history. So many live lost. Why  ","2020-04-23 12:26:51","FALSE","0","1","-2","Delhi NCR","India",FALSE
"2440","Amazon has been helping Bread for the City to further expand our delivery capacity! BFC CEO George Jones is among t  ","2020-04-23 12:25:52","FALSE","1","4","1","Delhi NCR","India",FALSE
"2441","CarlDJones: Ive written a book about my first true love: THFC. Specifically, its our 2018/19 season through the eyes of supporters","2020-04-23 12:25:39","TRUE","6","0","1","Delhi NCR","India",TRUE
"2442","TidePride8 I went to order something last night. It was in stock Prime. Delivery May 14th.

I too want my amazon Prime fees refunded.","2020-04-23 12:24:13","FALSE","0","4","1","Delhi NCR","India",FALSE
"2443","ReviewingMum:   GIVEAWAY TIME   
Sooo after hitting 1000 followers its time for my Giveaway! 

WIN a book of YOUR choice up wort","2020-04-23 12:23:50","TRUE","428","0","1","Delhi NCR","India",TRUE
"2444","Amazon is offering groceries with discount delivered on time you can order from link   ","2020-04-23 12:23:23","FALSE","0","3","0","Delhi NCR","India",FALSE
"2445","Its getting crazy outside folks 
 ","2020-04-23 12:22:21","FALSE","0","0","-1","Delhi NCR","India",FALSE
"2446","DenaWahl10 Browns I think all shipments have been promising later delivery dates but they're coming sooner. Even  ","2020-04-23 12:19:24","FALSE","0","1","1","Delhi NCR","India",FALSE
"2447","LloydLegalist: At Amazon, our delivery vans are constantly running to keep our customers satisfied.  ","2020-04-23 12:18:45","TRUE","160","0","1","Delhi NCR","India",TRUE
"2448","Looking for an open-source or community-built delivery tracking app for Android.

Should be able to track the majo  ","2020-04-23 12:16:34","FALSE","0","2","0","Delhi NCR","India",FALSE
"2449","cjwerleman MumbaiPolice  should declare his name and Society.
online delivery platform like ZomatoIN swiggy_in  ","2020-04-23 12:13:35","FALSE","0","0","1","Delhi NCR","India",FALSE
"2450","Lysol Disinfectant Spray, Spring Waterfall, 19 Ounce (2-Pack) 

Starting at $15.99

*Temporarily out of stock, but  ","2020-04-23 12:12:50","FALSE","0","0","0","Delhi NCR","India",FALSE
"2451","writinghideout Hmm yeah. I also got an impressive e-newsletter from Amazon pointing out they've hired thousands mo  ","2020-04-23 12:12:27","FALSE","0","1","1","Delhi NCR","India",FALSE
"2452","fatfiregirl WholeFoods amazon Perhaps because of people using bots.  ","2020-04-23 12:11:50","FALSE","0","0","0","Delhi NCR","India",FALSE
"2453","QuarantineLife update: without haircuts we all look like some kind of fat Bosnian cult in this house waiting for t  ","2020-04-23 12:10:31","FALSE","0","0","0","Delhi NCR","India",FALSE
"2454","NyatRizuPyon: Actually my main point is:

A.) People love to give beautiful things to Tifa and use Cloud's delivery service (Yes, hinti","2020-04-23 12:08:33","TRUE","5","0","2","Delhi NCR","India",TRUE
"2455","PhilDunn69 Hi, Phil! We take our responsibility in relation to the sale of age restricted items extremely seriousl  ","2020-04-23 12:07:12","FALSE","0","0","-1","Delhi NCR","India",FALSE
"2456","arobertwebb Knavery66 I pre-orderd it some time back on Amazon and its still not showing a publication date, let  ","2020-04-23 12:06:52","FALSE","0","0","0","Delhi NCR","India",FALSE
"2457","NickDuGard1 There are loads of different designs available via Amazon.  The thing to look out for is the delivery time.","2020-04-23 12:06:44","FALSE","0","1","1","Delhi NCR","India",FALSE
"2458","amazonnews: Access to food banks has become a lifeline for many during the COVID-19 crisis. Amazon is partnering with food banks to don","2020-04-23 12:06:40","TRUE","20","0","-1","Delhi NCR","India",FALSE
"2459","sentimentrader Also because many of these companies are becoming vastly more valuable (in terms of future cash flo  ","2020-04-23 12:02:00","FALSE","0","1","1","Delhi NCR","India",FALSE
"2460","Lushlabs Indeed. Never lost a package from the 'amateur' amazon delivery, and UPS fails at the first try. Wonder w  ","2020-04-23 12:01:39","FALSE","0","1","-1","Delhi NCR","India",FALSE
"2461","NargisWalker peter_ddraig waitrose Amazon might be good for those essentials. They have a lot of things. Not alw  ","2020-04-23 12:00:47","FALSE","0","1","1","Delhi NCR","India",FALSE
"2462","LloydLegalist: At Amazon, our delivery vans are constantly running to keep our customers satisfied.  ","2020-04-23 12:00:23","TRUE","160","0","1","Delhi NCR","India",TRUE
"2463","josephfcox: Spoke to multiple developers of bots that notify a user when they can buy food online or auto checkout for them. One fully","2020-04-23 12:00:16","TRUE","7","0","0","Delhi NCR","India",FALSE
"2464","I ordered stuff from amazon this morning. Next day delivery 

Just got an email. Sorry delivery date october 01st

Haha fuck me","2020-04-23 11:58:48","FALSE","0","7","-2","Delhi NCR","India",FALSE
"2465","WallyfordP2 today Archie and I discussed what a key worker is. If Archie was a key worker he would like to be an A  ","2020-04-23 11:57:20","FALSE","0","1","1","Delhi NCR","India",FALSE
"2466","Good news amazon. You get a lot of flack, mostly for poor labour practices - please sort that out! I've had some v  ","2020-04-23 11:53:59","FALSE","0","0","0","Delhi NCR","India",FALSE
"2467","WKRN WKRN FakeNews Correction: The real story is the post office runs a loss every year. It's a money-losing gove  ","2020-04-23 11:50:21","FALSE","0","0","-1","Delhi NCR","India",FALSE
"2468","CityLab: In the nation's pandemic response, USPS workers are essential. Yet it is at this very moment that some longtime Postal Service","2020-04-23 11:49:52","TRUE","8","0","0","Delhi NCR","India",TRUE
"2469","spadjay But my Amazon delivery of electronic stuff was stopped at source..not by community. Bcos non essential.","2020-04-23 11:49:05","FALSE","0","1","0","Delhi NCR","India",FALSE
"2470","TheCrispyLizard Hi, to see all the latest delivery info for your order, please click the following link:  ","2020-04-23 11:48:15","FALSE","0","0","0","Delhi NCR","India",FALSE
"2471","MaazPervez Idk it was an amazon delivery","2020-04-23 11:47:59","FALSE","0","0","0","Delhi NCR","India",FALSE
"2472","ShatteredVanity So Im confused. When I go to order Amazon the next delivery is like a month out. I cant deal!","2020-04-23 11:43:55","FALSE","0","0","0","Delhi NCR","India",FALSE
"2473","i got excited bc there was an amazon delivery but it was just the hand sanitizer my mum ordered a month and a half ago","2020-04-23 11:41:17","FALSE","0","0","1","Delhi NCR","India",FALSE
"2474","jodieh1131 I sent you a dead sea peel off..just checked my amazon and it says delivery still pending between 12-2 though!","2020-04-23 11:40:42","FALSE","0","1","-1","Delhi NCR","India",FALSE
"2475","ChrisK29942266 Hi there, Chris. We're terribly sorry for the frustration that this has caused. If an order has bee  ","2020-04-23 11:39:12","FALSE","0","0","-3","Delhi NCR","India",FALSE
"2476","simonewell: Amazon $AMZN prepares Ultra Fast Fresh grocery delivery in the UK  ","2020-04-23 11:38:16","TRUE","1","0","2","Delhi NCR","India",FALSE
"2477","Dax43539024: CBCCanada Nah....now Amazon will provide cold delivery.....","2020-04-23 11:36:42","TRUE","1","0","-1","Delhi NCR","India",FALSE
"2478","Retail stores have been fighting for their lives ever since online retailers have been taking over. Now Amazon and  ","2020-04-23 11:36:01","FALSE","0","0","0","Delhi NCR","India",FALSE
"2479","nishacharr: *Online Shopping* 

Amazon Guy ~ Sir ye raha aapka order. 

Guy ~ Thanks 

Amazon Guy ~ Sir paise ?? 

Guy ~ Kyun ? 

Amazo","2020-04-23 11:35:51","TRUE","34","0","0","Delhi NCR","India",TRUE
"2480","So my Amazon delivery is 2 weeks late and according to the seller of the item it is still in the royalmail network  ","2020-04-23 11:34:41","FALSE","0","0","0","Delhi NCR","India",FALSE
"2481","Managed to acquire an Amazon PrimeNow delivery slot. This is the best day of my life. Ever.","2020-04-23 11:33:32","FALSE","0","146","1","Delhi NCR","India",FALSE
"2482","AuthorMarkStein: My book is available on Amazon or socially distanced delivery. Such a cool thing to open boxes and see your book.
hor","2020-04-23 11:31:43","TRUE","3","0","2","Delhi NCR","India",FALSE
"2483","AmazonUK I tried to access amazon fresh few weeks ago and they gave me a free trial and immediately said no delive  ","2020-04-23 11:30:36","FALSE","0","0","2","Delhi NCR","India",FALSE
"2484","greeny90 Thanks for that information. We would have needed you to report this within 90 days of your delivery date  ","2020-04-23 11:29:22","FALSE","0","0","0","Delhi NCR","India",FALSE
"2485","Thats the 1st one I've seen protecting themselves in my street. amazon delivery driver. Not tesco not asda  not  ","2020-04-23 11:27:26","FALSE","0","0","0","Delhi NCR","India",FALSE
"2486","amazonnews: .USATODAY looks at how were partnering with food banks across the country to donate delivery services to help serve 6 mil","2020-04-23 11:27:15","TRUE","15","0","0","Delhi NCR","India",TRUE
"2487","Amazon $AMZN prepares Ultra Fast Fresh grocery delivery in the UK  ","2020-04-23 11:27:09","FALSE","1","1","2","Delhi NCR","India",FALSE
"2488","BoschHomeIn: We are happy to announce that during such difficult times, Bosch has managed to restock Dishwasher and Laundry detergents","2020-04-23 11:26:13","TRUE","2","0","0","Delhi NCR","India",TRUE
"2489","Amazon scale is obscene.

In March, we opened 100,000 new positions across our fulfillment and delivery network. E  ","2020-04-23 11:24:53","FALSE","0","1","1","Delhi NCR","India",FALSE
"2490","katebevan Was thinking of getting one in early March. They were all around 20-25 on Amazon. 40-90 now unless you  ","2020-04-23 11:24:36","FALSE","0","1","0","Delhi NCR","India",FALSE
"2491","Thats the 1st one I've seen protecting themselves in my street. amazon delivery driver. Not tesco not asda  not  ","2020-04-23 11:23:21","FALSE","0","0","0","Delhi NCR","India",TRUE
"2492","shoey: AmazonBasics 4-Piece Packing Cube Set - Slim $6.48 + Delivery ($0 with Prime/ $39 Spend)  Amazon  ","2020-04-23 11:23:04","FALSE","0","0","0","Delhi NCR","India",FALSE
"2493","LloydLegalist: At Amazon, our delivery vans are constantly running to keep our customers satisfied.  ","2020-04-23 11:22:49","TRUE","160","0","1","Delhi NCR","India",TRUE
"2494","buysellshort: no one listened to $DSS alert at 21c on dd now 40c  $UAVS $10m market cap DRONE delivery stock with AMAZON HELLO - u will","2020-04-23 11:19:42","TRUE","4","0","0","Delhi NCR","India",TRUE
"2495","Nico53589518: Honestly amazon are one of the worst companies when it comes to customer care Amazon AmazonPrime 2 weeks late delivery","2020-04-23 11:18:13","TRUE","1","0","-1","Delhi NCR","India",FALSE
"2496","branoberes: With every Amazon delivery, one happy mask for delivery guy and one for me JeffBezos Let's smile

staysafe smile idea ","2020-04-23 11:17:58","TRUE","2","0","2","Delhi NCR","India",TRUE
"2497","ohmygouldness Hello Hana, we're sorry for this. We're happy to help you in any way possible. Can you let us know t  ","2020-04-23 11:17:29","FALSE","0","0","0","Delhi NCR","India",FALSE
"2498","staywithj0sh Hi Josh, thank you for getting in touch with us! The following is a link to a help page where you can  ","2020-04-23 11:17:03","FALSE","0","1","1","Delhi NCR","India",FALSE
"2499","What to order? Try the 2nd Edition of The Enigma Rising on Pre-Order for $.99 delivery June 5  ","2020-04-23 11:15:52","FALSE","1","0","0","Delhi NCR","India",FALSE
"2500","Genjustgen We're terrible sorry about the delivery troubles and would like to help! When you have a moment, please  ","2020-04-23 11:15:43","FALSE","0","0","-2","Delhi NCR","India",FALSE
"2501","AmazonUK please explain to me this: I have sat at the delivery address twice and given specific delivery timings a  ","2020-04-23 11:14:01","FALSE","0","0","0","Delhi NCR","India",FALSE
"2502","ohkayshyy Hi, were temporarily experiencing longer than usual delivery times, please allow three days after your  ","2020-04-23 11:11:30","FALSE","0","1","0","Delhi NCR","India",FALSE
"2503","sabela13 NewDay ChristineRomans realDonaldTrump and order stuff on amazon, and order delivery and...you can be  ","2020-04-23 11:11:28","FALSE","0","0","0","Delhi NCR","India",FALSE
"2504","deepolice12 
We are supplying IT Essential Accessories for AMAZON throughout INDIA. Since Amazon employees are wor  ","2020-04-23 11:11:20","FALSE","0","0","0","Delhi NCR","India",FALSE
"2505","Amazon tells me my delivery is coming today - DHL says Saturday. Who do I believe? ","2020-04-23 11:09:44","FALSE","0","1","0","Delhi NCR","India",FALSE
"2506","Still no reply from FedEx. Hey AmazonHelp amazon, see how FedEx treats your customers? See tweets above. Maybe y  ","2020-04-23 11:09:29","FALSE","0","0","0","Delhi NCR","India",FALSE
"2507","We are happy to announce that during such difficult times, Bosch has managed to restock Dishwasher and Laundry dete  ","2020-04-23 11:07:26","FALSE","2","5","0","Delhi NCR","India",FALSE
"2508","LloydLegalist: At Amazon, our delivery vans are constantly running to keep our customers satisfied.  ","2020-04-23 11:07:08","TRUE","160","0","1","Delhi NCR","India",TRUE
"2509","ReviewingMum so a gift I ordered off you list has been dispatched but not by Amazon! I have no idea what the date  ","2020-04-23 11:05:18","FALSE","0","1","0","Delhi NCR","India",FALSE
"2510","Jon_Digital My favourite reference to getting stuff was someone I know, who lives with her parents, and her Dad is  ","2020-04-23 11:04:24","FALSE","0","3","0","Delhi NCR","India",FALSE
"2511","Decent delivery of pre release orders from LEGO_Group starwars and amazon today, wonder what I'll be doing this w  ","2020-04-23 11:02:13","FALSE","0","1","2","Delhi NCR","India",FALSE
"2512","greeny90 Sorry to hear that, Sam. What was the estimated delivery date in the order confirmation e-mail that can b  ","2020-04-23 11:02:12","FALSE","0","0","-1","Delhi NCR","India",FALSE
"2513","Has anyone else noticed however Amazon has ""struggled"" during COVID? ""Non-essential"" items not being stocked, Amazo  ","2020-04-23 11:01:07","FALSE","0","6","-1","Delhi NCR","India",FALSE
"2514","The CMAgovUK has cleared the 6bn merger of JustEatUK and  ","2020-04-23 11:00:57","FALSE","0","0","1","Delhi NCR","India",FALSE
"2515","20 off a 100 spend at The Entertainer when paying by Amazon Pay using code AMAZON20. Free Delivery  ","2020-04-23 11:00:17","FALSE","0","0","1","Delhi NCR","India",FALSE
"2516","Nico53589518 Hello! Were temporarily experiencing longer than usual delivery times, please wait three days after  ","2020-04-23 10:59:37","FALSE","0","0","0","Delhi NCR","India",FALSE
"2517","Another amazon delivery this morning im so blessed  and touched  ","2020-04-23 10:58:55","FALSE","0","0","0","Delhi NCR","India",FALSE
"2518","i just woke up, havent showered, im still in my pyjamas and the amazon delivery guy is almost here 

 ","2020-04-23 10:58:18","FALSE","0","0","0","Delhi NCR","India",FALSE
"2519","Himanshi_ET: Offline handset retailers urge home ministry to allow limited opening of shops as Amazon and Flipkart buckle up for delive","2020-04-23 10:57:08","TRUE","366","0","-2","Delhi NCR","India",TRUE
"2520","kevmcdougle At the moment there are transit delays which are affecting delivery dates. We'll be happy to check the  ","2020-04-23 10:56:46","FALSE","0","0","1","Delhi NCR","India",FALSE
"2521","Honestly amazon are one of the worst companies when it comes to customer care Amazon AmazonPrime 2 weeks late de  ","2020-04-23 10:55:43","FALSE","1","0","-1","Delhi NCR","India",FALSE
"2522","Our team earned this little guy this week for excellent service. Go LLG! Be kind to your Amazon Delivery Driver.  ","2020-04-23 10:55:20","FALSE","0","0","1","Delhi NCR","India",FALSE
"2523","BadgerInBlack mcsmik 106Euan rivergecko EpicWinningMaz au_tom_otive LandRover LEVC has just launched a van-v  ","2020-04-23 10:54:46","FALSE","0","1","0","Delhi NCR","India",FALSE
"2524","LloydLegalist: At Amazon, our delivery vans are constantly running to keep our customers satisfied.  ","2020-04-23 10:53:12","TRUE","160","0","1","Delhi NCR","India",TRUE
"2525","bilalbchr Were temporarily experiencing longer than usual delivery times, please wait three days after your deliv  ","2020-04-23 10:51:37","FALSE","0","0","0","Delhi NCR","India",FALSE
"2526","Juancarlingus: amazon MoetUSA what are you  guys waiting for joining forces to create Dron Perignon &amp; Moet Chandron for champagne hom","2020-04-23 10:51:36","TRUE","3","0","0","Delhi NCR","India",FALSE
"2527","With every Amazon delivery, one happy mask for delivery guy and one for me JeffBezos Let's smile

staysafe smile  ","2020-04-23 10:45:40","FALSE","2","3","2","Delhi NCR","India",FALSE
"2528","GlobalRanger: RawRecruit The Amazon own delivery is great, you even get a map of where the driver is.  Same for Yodel. Dpd is good as","2020-04-23 10:44:03","TRUE","1","0","2","Delhi NCR","India",FALSE
"2529","Im sorry but AmazonUK delivery drivers really dont wait long enough at your door after knocking/ringing your bel  ","2020-04-23 10:42:25","FALSE","0","1","0","Delhi NCR","India",FALSE
"2530","kevmcdougle What delivery date was provided by the seller in your order confirmation email:  ","2020-04-23 10:41:35","FALSE","0","0","0","Delhi NCR","India",FALSE
"2531","Wario64 Finally got an update from amazon regarding NA Turbografx Mini. Jan 5 2021 new delivery estimate.  ","2020-04-23 10:40:25","FALSE","0","0","0","Delhi NCR","India",FALSE
"2532","After not being able to get amazon food delivery for a couple of weeks, I got up this morning, tried again, and got  ","2020-04-23 10:39:59","FALSE","0","2","0","Delhi NCR","India",FALSE
"2533","Am i fighting with Amazon delivery men... . The way they step back is hilarious","2020-04-23 10:37:21","FALSE","0","0","1","Delhi NCR","India",FALSE
"2534","Try Amazon Prime 30-Day Free Trial. Fast, free delivery on over 100 million items.  ","2020-04-23 10:36:06","FALSE","0","0","3","Delhi NCR","India",FALSE
"2535","Sending a personalised 'care package' is a real help &amp; lifts loved one's spirits.
Tell us what you'd send and you m  ","2020-04-23 10:35:04","FALSE","0","0","1","Delhi NCR","India",FALSE
"2536","amazon my delivery is damaged and the order isnt on my order list and your phone line isnt up and working. Please  ","2020-04-23 10:34:28","FALSE","0","0","-1","Delhi NCR","India",FALSE
"2537","amazon delivery drivers  ","2020-04-23 10:33:21","FALSE","0","1","0","Delhi NCR","India",FALSE
"2538","BrazierVictoria: Things I will achieve 20 (a serious one; no nonsense about nail varnish here): I will stop using Amazon. I have time","2020-04-23 10:32:52","TRUE","4","0","-1","Delhi NCR","India",FALSE
"2539","NyatRizuPyon: Actually my main point is:

A.) People love to give beautiful things to Tifa and use Cloud's delivery service (Yes, hinti","2020-04-23 10:32:06","TRUE","5","0","2","Delhi NCR","India",TRUE
"2540","RebetikoWalrus Hi, sorry for any inconvenience. The delivery date is provided when you select your address in chec  ","2020-04-23 10:29:54","FALSE","0","0","-2","Delhi NCR","India",FALSE
"2541","IThAmbagtsheer: If only wrkers everywhere would have the courage to leverage their worth now!   ","2020-04-23 10:29:34","TRUE","2","0","3","Delhi NCR","India",FALSE
"2542","HHepplewhite Jenam 10 Pcs Unisex Black Face Mouth Mask Washable Reusable Cloth Masks for Men Women, Dust Masks for  ","2020-04-23 10:28:43","FALSE","0","0","-1","Delhi NCR","India",FALSE
"2543","Amazon's fight with Amazon Fresh Delivery Service","2020-04-23 10:27:40","FALSE","0","0","1","Delhi NCR","India",FALSE
"2544","LloydLegalist: At Amazon, our delivery vans are constantly running to keep our customers satisfied.  ","2020-04-23 10:27:10","TRUE","160","0","1","Delhi NCR","India",TRUE
"2545","Actually my main point is:

A.) People love to give beautiful things to Tifa and use Cloud's delivery service (Yes,  ","2020-04-23 10:25:48","FALSE","5","20","2","Delhi NCR","India",FALSE
"2546","redalphababe Bearlykat MaldenSaboteur hill_hillbill Dissentra EvLenz Roger_Xanth_Day Lomquiche  ","2020-04-23 10:25:35","FALSE","0","2","0","Delhi NCR","India",FALSE
"2547","Andy_Niceones amazon AmazonHelp No Im just fed up if seeing delivery estimates in June. Already been screwed by  ","2020-04-23 10:23:23","FALSE","0","1","-1","Delhi NCR","India",FALSE
"2548","IThAmbagtsheer: If only wrkers everywhere would have the courage to leverage their worth now!   ","2020-04-23 10:22:41","TRUE","2","0","3","Delhi NCR","India",TRUE
"2549","iElielSepulchro: Amazon to launch super-fast grocery delivery service in UK  ","2020-04-23 10:22:11","TRUE","3","0","0","Delhi NCR","India",FALSE
"2550","iElielSepulchro: Amazon to launch super-fast grocery delivery service in UK  ","2020-04-23 10:21:48","TRUE","3","0","0","Delhi NCR","India",TRUE
"2551","iElielSepulchro: Amazon to launch super-fast grocery delivery service in UK  ","2020-04-23 10:20:52","TRUE","3","0","0","Delhi NCR","India",TRUE
"2552","Amazon to launch super-fast grocery delivery service in UK  ","2020-04-23 10:19:47","FALSE","3","0","0","Delhi NCR","India",FALSE
"2553","clairejt: Kudos to my Amazon delivery driver who pulled up on the pavement outside my house blasting Ariana Grandes one more time li","2020-04-23 10:19:42","TRUE","1","0","1","Delhi NCR","India",FALSE
"2554","Uhmm.... Amazon are you okay? I woke up to a message that my stuff it out for delivery but when I look at it says t  ","2020-04-23 10:17:52","FALSE","0","2","0","Delhi NCR","India",FALSE
"2555","MirrorMoney: Amazon set to launch super-fast grocery delivery service in UK
 ","2020-04-23 10:15:49","TRUE","6","0","0","Delhi NCR","India",FALSE
"2556","Claire_Harris82: Amazon wants to hire 100,000 new workers to meet coronavirus demand: AI IoT BigData mt: worldtrendsinfo  ","2020-04-23 10:14:54","TRUE","2","0","0","Delhi NCR","India",TRUE
"2557","FirehorseP Bearlykat MaldenSaboteur hill_hillbill Dissentra EvLenz Roger_Xanth_Day Lomquiche TheBigFigure  ","2020-04-23 10:14:43","FALSE","0","3","0","Delhi NCR","India",FALSE
"2558","Kudos to my Amazon delivery driver who pulled up on the pavement outside my house blasting Ariana Grandes one more time like a boss.","2020-04-23 10:14:36","FALSE","1","10","2","Delhi NCR","India",FALSE
"2559","Amazon wants to hire 100,000 new workers to meet coronavirus demand: AI IoT BigData mt: worldtrendsinfo  ","2020-04-23 10:14:18","FALSE","2","1","0","Delhi NCR","India",FALSE
"2560","Emmab_2013: AmazonHelp parcel didnt arrive last week amazon sorted a refund, delivery driver just came to door and advised we have mad","2020-04-23 10:13:52","TRUE","1","0","0","Delhi NCR","India",FALSE
"2561","AmazonHelp parcel didnt arrive last week amazon sorted a refund, delivery driver just came to door and advised we  ","2020-04-23 10:13:41","FALSE","1","0","1","Delhi NCR","India",FALSE
"2562","AllTimeGeorgie I'm sorry to hear that your order hasn't arrived with you yet. Has the latest delivery date on the  ","2020-04-23 10:12:27","FALSE","0","0","-1","Delhi NCR","India",FALSE
"2563","If only wrkers everywhere would have the courage to leverage their worth now!   ","2020-04-23 10:12:19","FALSE","2","1","3","Delhi NCR","India",FALSE
"2564","CarlDJones: Ive written a book about my first true love: THFC. Specifically, its our 2018/19 season through the eyes of supporters","2020-04-23 10:11:50","TRUE","6","0","1","Delhi NCR","India",TRUE
"2565","Great service from dpd_support driver in Salisbury today. Road closed for tree surgery work, so the driver walked  ","2020-04-23 10:11:01","FALSE","0","0","2","Delhi NCR","India",FALSE
